"fat_thickness [mm]","Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
12.5,0.6,180,40,-37.4779733285623
12.5,0.6,180,42,-37.0821830945867
12.5,0.6,180,44,-36.7091351030161
12.5,0.6,180,46,-36.3576260831855
12.5,0.6,180,48,-36.0266652028359
12.5,0.6,180,50,-35.7154300212371
12.5,0.6,180,52,-35.4232299573092
12.5,0.6,180,54,-35.1494760197912
12.5,0.6,180,56,-34.8936558716685
12.5,0.6,180,58,-34.6553135236408
12.5,0.6,180,60,-34.4340331017851
12.5,0.6,180,62,-34.2294262339501
12.5,0.6,180,64,-34.0411226628888
12.5,0.6,180,66,-33.8687637325463
12.5,0.6,180,68,-33.711998415256
12.5,0.6,180,70,-33.5704815578249
12.5,0.6,180,72,-33.4438740281583
12.5,0.6,180,74,-33.3318444447394
12.5,0.6,180,76,-33.2340721717379
12.5,0.6,180,78,-33.1502512650194
12.5,0.6,180,80,-33.0800950606406
12.5,0.6,180,82,-33.0233411088944
12.5,0.6,180,84,-32.9797561745944
12.5,0.6,180,86,-32.949141048586
12.5,0.6,180,88,-32.931334946602
12.5,0.6,180,90,-32.9262193092123
12.5,0.6,180,92,-32.9337208600419
12.5,0.6,180,94,-32.9538138275051
12.5,0.6,180,96,-32.9865212865726
12.5,0.6,180,98,-33.0319156298251
12.5,0.6,180,100,-33.090118229403
12.5,0.6,180,102,-33.1612984015777
12.5,0.6,180,104,-33.2456718318013
12.5,0.6,180,106,-33.3434986587626
12.5,0.6,180,108,-33.4550814500765
12.5,0.6,180,110,-33.5807633290994
12.5,0.6,180,112,-33.7209265318939
12.5,0.6,180,114,-33.8759916860145
12.5,0.6,180,116,-34.0464181096918
12.5,0.6,180,118,-34.2327054329659
12.5,0.6,180,120,-34.4353968440053
12.5,0.6,180,122,-34.6550842678217
12.5,0.6,180,124,-34.8924157955858
12.5,0.6,180,126,-35.1481057069398
12.5,0.6,180,128,-35.4229474731323
12.5,0.6,180,130,-35.7178302059031
12.5,0.6,180,132,-36.033759139551
12.5,0.6,180,134,-36.3718809197219
12.5,0.6,180,136,-36.7335147468467
12.5,0.6,180,138,-37.1201908191955
12.5,0.6,180,140,-37.5336980894139
12.5,0.6,180,142,-37.9761441619919
12.5,0.6,180,144,-38.4500313282331
12.5,0.6,180,146,-38.9583544332491
12.5,0.6,180,148,-39.5047287735783
12.5,0.6,180,150,-40.0935599872326
12.5,0.6,180,152,-40.7302736750374
12.5,0.6,180,154,-41.4216315639779
12.5,0.6,180,156,-42.1761756006612
12.5,0.6,180,158,-43.0048653080296
12.5,0.6,180,160,-43.9220137972809
12.5,0.6,180,162,-44.9466953992395
12.5,0.6,180,164,-46.1049096730109
12.5,0.6,180,166,-47.4329521894605
12.5,0.6,180,168,-48.9825677105231
12.5,0.6,180,170,-50.8277352895169
12.5,0.6,180,172,-53.0658901700725
12.5,0.6,180,174,-55.7565568798347
12.5,0.6,180,176,-58.4560883653097
12.5,0.6,180,178,-59.0370412865302
12.5,0.6,180,180,-56.7321326849542
15,0.6,180,0,-57.3806951162864
15,0.6,180,2,-54.781815226695
15,0.6,180,4,-52.1946994476788
15,0.6,180,6,-50.0324592269751
15,0.6,180,8,-48.2471061768381
15,0.6,180,10,-46.7493632658366
15,0.6,180,12,-45.4694174763034
15,0.6,180,14,-44.3575644930954
15,0.6,180,16,-43.378453410072
15,0.6,180,18,-42.5064339350441
15,0.6,180,20,-41.7224363928063
15,0.6,180,22,-41.0119420285082
15,0.6,180,24,-40.3636533611251
15,0.6,180,26,-39.7686077667515
15,0.6,180,28,-39.2195748524471
15,0.6,180,30,-38.7106390070768
15,0.6,180,32,-38.2369052395009
15,0.6,180,34,-37.794288615714
15,0.6,180,36,-37.3793612252292
15,0.6,180,38,-36.9892391359204
15,0.6,180,40,-36.6214972713785
15,0.6,180,42,-36.2741037598593
15,0.6,180,44,-35.9453677671292
15,0.6,180,46,-35.6338965606535
15,0.6,180,48,-35.3385588144591
15,0.6,180,50,-35.0584521059551
15,0.6,180,52,-34.7928732701044
15,0.6,180,54,-34.54129081813
15,0.6,180,56,-34.3033190318117
15,0.6,180,58,-34.0786936332189
15,0.6,180,60,-33.867249120639
15,0.6,180,62,-33.6688979693948
15,0.6,180,64,-33.4836119355027
15,0.6,180,66,-33.3114056850282
15,0.6,180,68,-33.1523229167898
15,0.6,180,70,-33.0064250645296
15,0.6,180,72,-32.8737825695726
15,0.6,180,74,-32.7544686175842
15,0.6,180,76,-32.6485551426483
15,0.6,180,78,-32.556110825745
15,0.6,180,80,-32.4772007578496
15,0.6,180,82,-32.4118874032154
15,0.6,180,84,-32.3602324869711
15,0.6,180,86,-32.3222994422892
15,0.6,180,88,-32.2981560840555
15,0.6,180,90,-32.2878772251246
15,0.6,180,92,-32.2915470140991
15,0.6,180,94,-32.3092608459251
15,0.6,180,96,-32.3411267741474
15,0.6,180,98,-32.3872664322327
15,0.6,180,100,-32.4478155471051
15,0.6,180,102,-32.5229241975681
15,0.6,180,104,-32.6127570307863
15,0.6,180,106,-32.7174936992199
15,0.6,180,108,-32.8373298166897
15,0.6,180,110,-32.9724787545599
15,0.6,180,112,-33.1231746070052
15,0.6,180,114,-33.2896766484576
15,0.6,180,116,-33.4722755881723
15,0.6,180,118,-33.671301899394
15,0.6,180,120,-33.8871364686029
15,0.6,180,122,-34.1202237807382
15,0.6,180,124,-34.3710878385987
15,0.6,180,126,-34.640351021034
15,0.6,180,128,-34.9287561302394
15,0.6,180,130,-35.2371919817966
15,0.6,180,132,-35.5667230740695
15,0.6,180,134,-35.9186241631314
15,0.6,180,136,-36.2944210000822
15,0.6,180,138,-36.6959391066355
15,0.6,180,140,-37.1253633411636
15,0.6,180,142,-37.5853122473217
15,0.6,180,144,-38.0789329509219
15,0.6,180,146,-38.6100249562645
15,0.6,180,148,-39.1832050545065
15,0.6,180,150,-39.8041314794924
15,0.6,180,152,-40.4798147853952
15,0.6,180,154,-41.2190580571109
15,0.6,180,156,-42.0330942688269
15,0.6,180,158,-42.9365316530915
15,0.6,180,160,-43.9487929987671
15,0.6,180,162,-45.0963665960024
15,0.6,180,164,-46.4164100907358
15,0.6,180,166,-47.9625579909899
15,0.6,180,168,-49.8137101468441
15,0.6,180,170,-52.0820820402631
15,0.6,180,172,-54.8763744782082
15,0.6,180,174,-57.8834316338859
15,0.6,180,176,-58.815372559899
15,0.6,180,178,-56.3730212478249
15,0.6,180,180,-53.3784527339667
